tick,time,measurement_time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,speed_kph,forward_speed_kph,lateral_speed_mps,yaw_rate_rad_s,lateral_accel_mps2,slip_angle_deg,slip_angle_valid,airborne,grounded_wheels,engine_rpm,engine_torque,drivetrain_torque,gear,shifting,nitrous_active,nitrous_seconds,raw_steering,raw_throttle,raw_brake,raw_handbrake,raw_nitrous,final_steering,final_throttle,final_brake,final_handbrake,final_nitrous,handling,assist_yaw_torque,average_longitudinal_slip
935,18.7002373,17.7002373,407.5801,0.7199033,195.18222,33.01753,-0.001021781,-22.2036629,-2.610588,6.255577E-05,-4.606247,143.2116,143.082626,-1.68792915,0.13309972,5.257224,-2.43133044,1,0,4,5866.37158,249.9929,1113.52039,3,0,0,0,0.12,1,0,0,0,0.0297124051,1,0,0,0,Grip,-66.92891,0.0199034158
936,18.7202377,17.7202377,408.239532,0.719882846,194.7364,32.9650459,-0.00102058938,-22.2956543,-2.62413025,5.958136E-05,-4.599571,143.240189,143.111145,-1.68868256,0.133102134,5.25822258,-2.431931,1,0,4,5867.472,249.909882,1113.15063,3,0,0,0,0.12,1,0,0,0,0.0297069252,1,0,0,0,Grip,-66.93573,0.0198969934
937,18.7402382,17.7402382,408.897858,0.719862342,194.288742,32.9122849,-0.00101892115,-22.3875141,-2.638054,8.341158E-05,-4.592991,143.2687,143.139633,-1.68941307,0.133101583,5.25956774,-2.43250132,1,0,4,5868.56934,249.827118,1112.782,3,0,0,0,0.12,1,0,0,0,0.0297014657,1,0,0,0,Grip,-66.94375,0.0198904779
938,18.7602386,17.7602386,409.555176,0.719842255,193.839249,32.85925,-0.00101644848,-22.47924,-2.6517868,0.000123633072,-4.586315,143.29715,143.167953,-1.69014549,0.1331019,5.260765,-2.43307471,1,0,4,5869.66162,249.7448,1112.41528,3,0,0,0,0.12,1,0,0,0,0.0296960212,1,0,0,0,Grip,-66.9495,0.0198839046
939,18.78024,17.78024,410.211426,0.7198218,193.387909,32.80594,-0.00101418444,-22.5708313,-2.66551971,0.000113202259,-4.579544,143.3255,143.196228,-1.69088173,0.1331031,5.26192856,-2.43365455,1,0,4,5870.751,249.662674,1112.04956,3,0,0,0,0.12,1,0,0,0,0.0296905935,1,0,0,0,Grip,-66.9558945,0.0198775828
940,18.80024,17.80024,410.866577,0.719801545,192.934753,32.7523537,-0.00101119047,-22.6622829,-2.67925262,0.000149698462,-4.57258224,143.35379,143.224426,-1.691616,0.1331053,5.262983,-2.43423319,1,0,4,5871.839,249.5807,1111.68445,3,0,0,0,0.12,1,0,0,0,0.029685175,1,0,0,0,Grip,-66.96296,0.01987107
941,18.82024,17.82024,411.52066,0.719781458,192.479767,32.698494,-0.00100761559,-22.7536,-2.69298553,0.000178744085,-4.565811,143.381973,143.252533,-1.69234657,0.133103326,5.26423264,-2.434807,1,0,4,5872.92139,249.499161,1111.32117,3,0,0,0,0.12,1,0,0,0,0.0296797771,1,0,0,0,Grip,-66.97073,0.01986458
942,18.84024,17.84024,412.173676,0.7197615,192.022949,32.6443634,-0.00100415992,-22.8447781,-2.70652771,0.000172783621,-4.5589447,143.41008,143.280563,-1.69307327,0.133103281,5.265333,-2.43537664,1,0,4,5874.001,249.417862,1110.95911,3,0,0,0,0.12,1,0,0,0,0.0296743959,1,0,0,0,Grip,-66.97535,0.0198583454
943,18.86024,17.86024,412.8256,0.7197414,191.564331,32.58996,-0.00100077875,-22.9358177,-2.72026062,0.00016905833,-4.551983,143.438126,143.308517,-1.69379425,0.133103877,5.266517,-2.43594,1,0,4,5875.07959,249.33667,1110.59741,3,0,0,0,0.12,1,0,0,0,0.0296690259,1,0,0,0,Grip,-66.9814,0.0198520459
944,18.8802414,17.8802414,413.476379,0.719721437,191.103882,32.5352821,-0.0009970848,-23.0267181,-2.7338028,0.000184698729,-4.545021,143.46608,143.336334,-1.69452477,0.133104265,5.267627,-2.43651676,1,0,4,5876.1543,249.255768,1110.237,3,0,0,0,0.12,1,0,0,0,0.0296636764,1,0,0,0,Grip,-66.98792,0.0198457
